,property_id,check_in_date,room_category,successful_bookings,capacity,occupancy_percentage %
557,16559,6-May-22,RT3,20,32.0,62.5
558,16558,6-May-22,RT3,5,8.0,62.5
559,18561,6-May-22,RT3,17,25.0,68.0
560,16563,6-May-22,RT3,15,20.0,75.0
561,17561,6-May-22,RT3,13,19.0,68.42
562,19560,6-May-22,RT3,13,19.0,68.42
563,18558,6-May-22,RT3,14,26.0,53.85
564,18560,6-May-22,RT3,14,24.0,58.33
565,16562,6-May-22,RT3,9,18.0,50.0
566,18559,6-May-22,RT3,9,23.0,39.13
567,17563,6-May-22,RT3,10,16.0,62.5
568,19558,6-May-22,RT3,10,21.0,47.62
569,17564,6-May-22,RT3,10,24.0,41.67
570,16561,6-May-22,RT3,12,21.0,57.14
571,17560,6-May-22,RT3,12,25.0,48.0
572,18563,6-May-22,RT3,12,23.0,52.17
573,16560,6-May-22,RT3,11,20.0,55.0
574,17559,6-May-22,RT3,11,16.0,68.75
575,17562,6-May-22,RT4,2,6.0,33.33
576,19559,6-May-22,RT4,2,3.0,66.67
577,16558,6-May-22,RT4,2,3.0,66.67
578,16560,6-May-22,RT4,4,7.0,57.14
579,18561,6-May-22,RT4,4,9.0,44.44
580,17560,6-May-22,RT4,5,13.0,38.46
581,16561,6-May-22,RT4,6,10.0,60.0
582,17564,6-May-22,RT4,7,17.0,41.18
583,18560,6-May-22,RT4,9,15.0,60.0
584,19560,6-May-22,RT4,9,16.0,56.25
585,18559,6-May-22,RT4,9,19.0,47.37
586,17563,6-May-22,RT4,12,19.0,63.16
587,19562,6-May-22,RT4,8,14.0,57.14
588,17559,6-May-22,RT4,8,14.0,57.14
589,18558,6-May-22,RT4,11,20.0,55.0
590,18562,6-May-22,RT4,14,20.0,70.0
591,18563,6-May-22,RT4,9,18.0,50.0
592,16563,6-May-22,RT4,11,18.0,61.11
593,16559,6-May-22,RT4,11,18.0,61.11
594,16562,6-May-22,RT4,3,6.0,50.0
595,17558,6-May-22,RT4,3,6.0,50.0
596,19563,6-May-22,RT4,3,6.0,50.0
597,19558,6-May-22,RT4,3,7.0,42.86
598,19561,6-May-22,RT4,3,7.0,42.86
599,17561,6-May-22,RT4,3,4.0,75.0
600,19563,7-May-22,RT3,20,29.0,68.97
601,18560,7-May-22,RT1,28,30.0,93.33
602,19562,7-May-22,RT1,28,30.0,93.33
603,19563,7-May-22,RT1,21,30.0,70.0
604,17558,7-May-22,RT1,15,19.0,78.95
605,16558,7-May-22,RT1,17,19.0,89.47
606,17560,7-May-22,RT1,31,40.0,77.5
607,19558,7-May-22,RT1,22,40.0,55.0
608,19560,7-May-22,RT1,26,26.0,100.0
609,17561,7-May-22,RT1,22,26.0,84.62
610,16560,7-May-22,RT1,26,34.0,76.47
611,16561,7-May-22,RT1,15,18.0,83.33
612,16562,7-May-22,RT1,25,31.0,80.65
613,16563,7-May-22,RT1,37,41.0,90.24
614,17559,7-May-22,RT1,29,32.0,90.62
615,17562,7-May-22,RT1,13,20.0,65.0
616,17563,7-May-22,RT1,21,25.0,84.0
617,18558,7-May-22,RT1,11,15.0,73.33
618,18559,7-May-22,RT1,22,42.0,52.38
619,18561,7-May-22,RT1,28,33.0,84.85
620,18562,7-May-22,RT1,33,38.0,86.84
621,18563,7-May-22,RT1,20,27.0,74.07
622,19559,7-May-22,RT1,18,24.0,75.0
623,19561,7-May-22,RT1,26,36.0,72.22
624,17564,7-May-22,RT1,9,16.0,56.25
625,19562,7-May-22,RT2,22,23.0,95.65
626,18563,7-May-22,RT2,20,29.0,68.97
627,17561,7-May-22,RT2,30,36.0,83.33
628,17558,7-May-22,RT2,39,50.0,78.0
629,16562,7-May-22,RT2,31,43.0,72.09
630,16561,7-May-22,RT2,21,24.0,87.5
631,16558,7-May-22,RT2,18,22.0,81.82
632,19560,7-May-22,RT2,33,38.0,86.84
633,16563,7-May-22,RT2,37,38.0,97.37
634,16559,7-May-22,RT2,36,41.0,87.8
635,19559,7-May-22,RT2,28,41.0,68.29
636,19558,7-May-22,RT2,23,39.0,58.97
637,17559,7-May-22,RT2,33,39.0,84.62
638,16560,7-May-22,RT2,24,34.0,70.59
639,18562,7-May-22,RT2,28,34.0,82.35
640,18559,7-May-22,RT2,28,44.0,63.64
641,17563,7-May-22,RT2,39,44.0,88.64
642,17562,7-May-22,RT2,16,30.0,53.33
643,18558,7-May-22,RT2,22,30.0,73.33
644,17564,7-May-22,RT2,21,40.0,52.5
645,18561,7-May-22,RT2,40,40.0,100.0
646,18560,7-May-22,RT2,38,40.0,95.0
647,17560,7-May-22,RT2,31,45.0,68.89
648,19561,7-May-22,RT2,34,45.0,75.56
649,19563,7-May-22,RT2,31,45.0,68.89
650,16559,7-May-22,RT1,28,30.0,93.33
651,19562,7-May-22,RT3,26,29.0,89.66
652,19561,7-May-22,RT3,22,29.0,75.86
653,18562,7-May-22,RT3,29,29.0,100.0
654,17558,7-May-22,RT3,19,27.0,70.37
655,17562,7-May-22,RT3,16,27.0,59.26
656,19559,7-May-22,RT3,20,27.0,74.07
657,16559,7-May-22,RT3,28,32.0,87.5
658,16558,7-May-22,RT3,7,8.0,87.5
659,17560,7-May-22,RT3,18,25.0,72.0
660,18561,7-May-22,RT3,21,25.0,84.0
661,16561,7-May-22,RT3,20,21.0,95.24
662,16563,7-May-22,RT3,17,20.0,85.0
663,17561,7-May-22,RT3,19,19.0,100.0
664,18558,7-May-22,RT3,19,26.0,73.08
665,18560,7-May-22,RT3,20,24.0,83.33
666,18563,7-May-22,RT3,18,23.0,78.26
667,19560,7-May-22,RT3,16,19.0,84.21
668,17563,7-May-22,RT3,15,16.0,93.75
669,18559,7-May-22,RT3,15,23.0,65.22
670,17564,7-May-22,RT3,15,24.0,62.5
671,16560,7-May-22,RT3,14,20.0,70.0
672,16562,7-May-22,RT3,14,18.0,77.78
673,17559,7-May-22,RT3,14,16.0,87.5
674,19558,7-May-22,RT3,12,21.0,57.14
675,19559,7-May-22,RT4,2,3.0,66.67
676,16562,7-May-22,RT4,4,6.0,66.67
677,19558,7-May-22,RT4,4,7.0,57.14
678,17561,7-May-22,RT4,4,4.0,100.0
679,16560,7-May-22,RT4,5,7.0,71.43
680,17558,7-May-22,RT4,5,6.0,83.33
681,19561,7-May-22,RT4,5,7.0,71.43
682,19563,7-May-22,RT4,5,6.0,83.33
683,16561,7-May-22,RT4,9,10.0,90.0
684,17560,7-May-22,RT4,10,13.0,76.92
685,18561,7-May-22,RT4,8,9.0,88.89
686,17564,7-May-22,RT4,12,17.0,70.59
687,18560,7-May-22,RT4,14,15.0,93.33
688,19560,7-May-22,RT4,16,16.0,100.0
689,18559,7-May-22,RT4,13,19.0,68.42
690,17563,7-May-22,RT4,16,19.0,84.21
691,19562,7-May-22,RT4,13,14.0,92.86
692,17559,7-May-22,RT4,14,14.0,100.0
693,18558,7-May-22,RT4,15,20.0,75.0
694,18562,7-May-22,RT4,19,20.0,95.0
695,18563,7-May-22,RT4,12,18.0,66.67
696,16563,7-May-22,RT4,15,18.0,83.33
697,16559,7-May-22,RT4,16,18.0,88.89
698,17562,7-May-22,RT4,3,6.0,50.0
699,16558,7-May-22,RT4,3,3.0,100.0
700,16559,8-May-22,RT1,28,30.0,93.33
701,18560,8-May-22,RT1,25,30.0,83.33
702,19562,8-May-22,RT1,27,30.0,90.0
703,19563,8-May-22,RT1,22,30.0,73.33
704,17558,8-May-22,RT1,15,19.0,78.95
705,16558,8-May-22,RT1,18,19.0,94.74
706,17560,8-May-22,RT1,29,40.0,72.5
707,19558,8-May-22,RT1,23,40.0,57.5
708,19560,8-May-22,RT1,22,26.0,84.62
709,17561,8-May-22,RT1,26,26.0,100.0
710,16560,8-May-22,RT1,26,34.0,76.47
711,16561,8-May-22,RT1,15,18.0,83.33
712,16562,8-May-22,RT1,23,31.0,74.19
713,16563,8-May-22,RT1,39,41.0,95.12
714,17559,8-May-22,RT1,31,32.0,96.88
715,17562,8-May-22,RT1,12,20.0,60.0
716,17563,8-May-22,RT1,20,25.0,80.0
717,18558,8-May-22,RT1,12,15.0,80.0
718,18559,8-May-22,RT1,25,42.0,59.52
719,18561,8-May-22,RT1,28,33.0,84.85
720,18562,8-May-22,RT1,34,38.0,89.47
721,18563,8-May-22,RT1,19,27.0,70.37
722,19559,8-May-22,RT1,18,24.0,75.0
723,19561,8-May-22,RT1,26,36.0,72.22
724,17564,8-May-22,RT1,10,16.0,62.5
725,19562,8-May-22,RT2,23,23.0,100.0
726,18563,8-May-22,RT2,20,29.0,68.97
727,17561,8-May-22,RT2,32,36.0,88.89
728,17558,8-May-22,RT2,38,50.0,76.0
729,16562,8-May-22,RT2,31,43.0,72.09
730,16561,8-May-22,RT2,21,24.0,87.5
731,16558,8-May-22,RT2,20,22.0,90.91
732,19560,8-May-22,RT2,33,38.0,86.84
733,16563,8-May-22,RT2,33,38.0,86.84
734,16559,8-May-22,RT2,39,41.0,95.12
735,19559,8-May-22,RT2,29,41.0,70.73
736,19558,8-May-22,RT2,23,39.0,58.97
737,17559,8-May-22,RT2,35,39.0,89.74
738,16560,8-May-22,RT2,25,34.0,73.53
739,18562,8-May-22,RT2,32,34.0,94.12
740,18559,8-May-22,RT2,25,44.0,56.82
741,17563,8-May-22,RT2,37,44.0,84.09
742,17562,8-May-22,RT2,19,30.0,63.33
743,18558,8-May-22,RT2,22,30.0,73.33
744,17564,8-May-22,RT2,25,40.0,62.5
745,18561,8-May-22,RT2,40,40.0,100.0
746,18560,8-May-22,RT2,35,40.0,87.5
747,17560,8-May-22,RT2,32,45.0,71.11
748,19561,8-May-22,RT2,33,45.0,73.33
749,19563,8-May-22,RT2,32,45.0,71.11
750,19563,8-May-22,RT3,21,29.0,72.41
751,19562,8-May-22,RT3,24,29.0,82.76
752,19561,8-May-22,RT3,22,29.0,75.86
753,18562,8-May-22,RT3,27,29.0,93.1
754,17558,8-May-22,RT3,21,27.0,77.78
755,17562,8-May-22,RT3,15,27.0,55.56
756,19559,8-May-22,RT3,20,27.0,74.07
757,16559,8-May-22,RT3,30,32.0,93.75
758,17560,8-May-22,RT3,19,25.0,76.0
759,18561,8-May-22,RT3,22,25.0,88.0
760,16561,8-May-22,RT3,18,21.0,85.71
761,16563,8-May-22,RT3,18,20.0,90.0
762,17561,8-May-22,RT3,17,19.0,89.47
763,17563,8-May-22,RT3,16,16.0,100.0
764,18558,8-May-22,RT3,20,26.0,76.92
765,18560,8-May-22,RT3,24,24.0,100.0
766,18563,8-May-22,RT3,18,23.0,78.26
767,19560,8-May-22,RT3,16,19.0,84.21
768,16560,8-May-22,RT3,15,20.0,75.0
769,17559,8-May-22,RT3,15,16.0,93.75
770,17564,8-May-22,RT3,15,24.0,62.5
771,16558,8-May-22,RT3,8,8.0,100.0
772,19558,8-May-22,RT3,13,21.0,61.9
773,16562,8-May-22,RT3,14,18.0,77.78
774,18559,8-May-22,RT3,14,23.0,60.87
775,19559,8-May-22,RT4,2,3.0,66.67
776,17558,8-May-22,RT4,4,6.0,66.67
777,17562,8-May-22,RT4,4,6.0,66.67
778,19563,8-May-22,RT4,4,6.0,66.67
779,17561,8-May-22,RT4,4,4.0,100.0
780,16560,8-May-22,RT4,5,7.0,71.43
781,16562,8-May-22,RT4,5,6.0,83.33
782,19558,8-May-22,RT4,5,7.0,71.43
783,19561,8-May-22,RT4,5,7.0,71.43
784,16561,8-May-22,RT4,9,10.0,90.0
785,17560,8-May-22,RT4,10,13.0,76.92
786,18561,8-May-22,RT4,8,9.0,88.89
787,17564,8-May-22,RT4,10,17.0,58.82
788,18560,8-May-22,RT4,15,15.0,100.0
789,19560,8-May-22,RT4,15,16.0,93.75
790,18559,8-May-22,RT4,12,19.0,63.16
791,17563,8-May-22,RT4,17,19.0,89.47
792,19562,8-May-22,RT4,13,14.0,92.86
793,17559,8-May-22,RT4,14,14.0,100.0
794,18558,8-May-22,RT4,14,20.0,70.0
795,18562,8-May-22,RT4,18,20.0,90.0
796,18563,8-May-22,RT4,14,18.0,77.78
797,16563,8-May-22,RT4,17,18.0,94.44
798,16559,8-May-22,RT4,17,18.0,94.44
799,16558,8-May-22,RT4,3,3.0,100.0
800,16559,9-May-22,RT1,20,30.0,66.67
801,18560,9-May-22,RT1,21,30.0,70.0
802,19562,9-May-22,RT1,20,30.0,66.67
803,19563,9-May-22,RT1,15,30.0,50.0
804,17558,9-May-22,RT1,10,19.0,52.63
805,16558,9-May-22,RT1,11,19.0,57.89
806,17560,9-May-22,RT1,18,40.0,45.0
807,19558,9-May-22,RT1,18,40.0,45.0
808,19560,9-May-22,RT1,17,26.0,65.38
809,17561,9-May-22,RT1,16,26.0,61.54
810,16560,9-May-22,RT1,17,34.0,50.0
811,16561,9-May-22,RT1,13,18.0,72.22
812,16562,9-May-22,RT1,16,31.0,51.61
813,16563,9-May-22,RT1,27,41.0,65.85
814,17559,9-May-22,RT1,21,32.0,65.62
815,17562,9-May-22,RT1,9,20.0,45.0
816,17563,9-May-22,RT1,16,25.0,64.0
817,18558,9-May-22,RT1,7,15.0,46.67
818,18559,9-May-22,RT1,15,42.0,35.71
819,18561,9-May-22,RT1,21,33.0,63.64
820,18562,9-May-22,RT1,25,38.0,65.79
821,18563,9-May-22,RT1,13,27.0,48.15
822,19559,9-May-22,RT1,11,24.0,45.83
823,19561,9-May-22,RT1,17,36.0,47.22
824,17564,9-May-22,RT1,7,16.0,43.75
825,19562,9-May-22,RT2,13,23.0,56.52
826,18563,9-May-22,RT2,13,29.0,44.83
827,17561,9-May-22,RT2,23,36.0,63.89
828,17558,9-May-22,RT2,24,50.0,48.0
829,16562,9-May-22,RT2,21,43.0,48.84
830,16561,9-May-22,RT2,14,24.0,58.33
831,16558,9-May-22,RT2,14,22.0,63.64
832,19560,9-May-22,RT2,24,38.0,63.16
833,16563,9-May-22,RT2,24,38.0,63.16
834,16559,9-May-22,RT2,28,41.0,68.29
835,19559,9-May-22,RT2,19,41.0,46.34
836,19558,9-May-22,RT2,18,39.0,46.15
837,17559,9-May-22,RT2,22,39.0,56.41
838,16560,9-May-22,RT2,18,34.0,52.94
839,18562,9-May-22,RT2,20,34.0,58.82
840,18559,9-May-22,RT2,21,44.0,47.73
841,17563,9-May-22,RT2,29,44.0,65.91
842,17562,9-May-22,RT2,13,30.0,43.33
843,18558,9-May-22,RT2,15,30.0,50.0
844,17564,9-May-22,RT2,15,40.0,37.5
845,18561,9-May-22,RT2,27,40.0,67.5
846,18560,9-May-22,RT2,30,40.0,75.0
847,17560,9-May-22,RT2,22,45.0,48.89
848,19561,9-May-22,RT2,24,45.0,53.33
849,19563,9-May-22,RT2,24,45.0,53.33
850,19563,9-May-22,RT3,13,29.0,44.83
851,19562,9-May-22,RT3,17,29.0,58.62
852,19561,9-May-22,RT3,15,29.0,51.72
853,18562,9-May-22,RT3,19,29.0,65.52
854,17558,9-May-22,RT3,12,27.0,44.44
855,17562,9-May-22,RT3,12,27.0,44.44
856,19559,9-May-22,RT3,14,27.0,51.85
857,16559,9-May-22,RT3,20,32.0,62.5
858,16558,9-May-22,RT3,5,8.0,62.5
859,18561,9-May-22,RT3,16,25.0,64.0
860,18560,9-May-22,RT3,16,24.0,66.67
861,19558,9-May-22,RT3,8,21.0,38.1
862,16561,9-May-22,RT3,13,21.0,61.9
863,16563,9-May-22,RT3,13,20.0,65.0
864,18558,9-May-22,RT3,14,26.0,53.85
865,16562,9-May-22,RT3,9,18.0,50.0
866,18559,9-May-22,RT3,9,23.0,39.13
867,16560,9-May-22,RT3,10,20.0,50.0
868,17559,9-May-22,RT3,10,16.0,62.5
869,17563,9-May-22,RT3,10,16.0,62.5
870,17564,9-May-22,RT3,10,24.0,41.67
871,17560,9-May-22,RT3,12,25.0,48.0
872,17561,9-May-22,RT3,12,19.0,63.16
873,19560,9-May-22,RT3,12,19.0,63.16
874,18563,9-May-22,RT3,11,23.0,47.83
875,17562,9-May-22,RT4,2,6.0,33.33
876,19559,9-May-22,RT4,2,3.0,66.67
877,16558,9-May-22,RT4,2,3.0,66.67
878,16560,9-May-22,RT4,4,7.0,57.14
879,19561,9-May-22,RT4,4,7.0,57.14
880,18561,9-May-22,RT4,5,9.0,55.56
881,16561,9-May-22,RT4,6,10.0,60.0
882,17564,9-May-22,RT4,6,17.0,35.29
883,17560,9-May-22,RT4,8,13.0,61.54
884,18560,9-May-22,RT4,9,15.0,60.0
885,19560,9-May-22,RT4,9,16.0,56.25
886,18559,9-May-22,RT4,8,19.0,42.11
887,17563,9-May-22,RT4,11,19.0,57.89
888,19562,9-May-22,RT4,8,14.0,57.14
889,17559,9-May-22,RT4,9,14.0,64.29
890,18558,9-May-22,RT4,11,20.0,55.0
891,18562,9-May-22,RT4,12,20.0,60.0
892,18563,9-May-22,RT4,9,18.0,50.0
893,16563,9-May-22,RT4,12,18.0,66.67
894,16559,9-May-22,RT4,11,18.0,61.11
895,16562,9-May-22,RT4,3,6.0,50.0
896,17558,9-May-22,RT4,3,6.0,50.0
897,19563,9-May-22,RT4,3,6.0,50.0
898,19558,9-May-22,RT4,3,7.0,42.86
899,17561,9-May-22,RT4,3,4.0,75.0
900,19563,10-May-22,RT3,15,29.0,51.72
901,18560,10-May-22,RT1,19,30.0,63.33
902,19562,10-May-22,RT1,18,30.0,60.0
903,19563,10-May-22,RT1,16,30.0,53.33
904,17558,10-May-22,RT1,11,19.0,57.89
905,16558,10-May-22,RT1,10,19.0,52.63
906,17560,10-May-22,RT1,19,40.0,47.5
907,19558,10-May-22,RT1,18,40.0,45.0
908,19560,10-May-22,RT1,17,26.0,65.38
909,17561,10-May-22,RT1,14,26.0,53.85
910,16560,10-May-22,RT1,16,34.0,47.06
911,16561,10-May-22,RT1,11,18.0,61.11
912,16562,10-May-22,RT1,14,31.0,45.16
913,16563,10-May-22,RT1,26,41.0,63.41
914,17559,10-May-22,RT1,20,32.0,62.5
915,17562,10-May-22,RT1,9,20.0,45.0
916,17563,10-May-22,RT1,14,25.0,56.0
917,18558,10-May-22,RT1,8,15.0,53.33
918,18559,10-May-22,RT1,19,42.0,45.24
919,18561,10-May-22,RT1,21,33.0,63.64
920,18562,10-May-22,RT1,23,38.0,60.53
921,18563,10-May-22,RT1,15,27.0,55.56
922,19559,10-May-22,RT1,14,24.0,58.33
923,19561,10-May-22,RT1,18,36.0,50.0
924,17564,10-May-22,RT1,6,16.0,37.5
925,19562,10-May-22,RT2,15,23.0,65.22
926,18563,10-May-22,RT2,15,29.0,51.72
927,17561,10-May-22,RT2,22,36.0,61.11
928,17558,10-May-22,RT2,24,50.0,48.0
929,16562,10-May-22,RT2,24,43.0,55.81
930,16561,10-May-22,RT2,13,24.0,54.17
931,16558,10-May-22,RT2,12,22.0,54.55
932,19560,10-May-22,RT2,23,38.0,60.53
933,16563,10-May-22,RT2,23,38.0,60.53
934,16559,10-May-22,RT2,25,41.0,60.98
935,19559,10-May-22,RT2,19,41.0,46.34
936,19558,10-May-22,RT2,14,39.0,35.9
937,17559,10-May-22,RT2,27,39.0,69.23
938,16560,10-May-22,RT2,19,34.0,55.88
939,18562,10-May-22,RT2,26,34.0,76.47
940,18559,10-May-22,RT2,22,44.0,50.0
941,17563,10-May-22,RT2,28,44.0,63.64
942,17562,10-May-22,RT2,11,30.0,36.67
943,18558,10-May-22,RT2,14,30.0,46.67
944,17564,10-May-22,RT2,17,40.0,42.5
945,18561,10-May-22,RT2,25,40.0,62.5
946,18560,10-May-22,RT2,25,40.0,62.5
947,17560,10-May-22,RT2,23,45.0,51.11
948,19561,10-May-22,RT2,25,45.0,55.56
949,19563,10-May-22,RT2,25,45.0,55.56
950,16559,10-May-22,RT1,18,30.0,60.0
951,19562,10-May-22,RT3,19,29.0,65.52
952,19561,10-May-22,RT3,16,29.0,55.17
953,18562,10-May-22,RT3,19,29.0,65.52
954,17558,10-May-22,RT3,12,27.0,44.44
955,17562,10-May-22,RT3,12,27.0,44.44
956,19559,10-May-22,RT3,14,27.0,51.85
957,16559,10-May-22,RT3,20,32.0,62.5
958,16558,10-May-22,RT3,4,8.0,50.0
959,18561,10-May-22,RT3,17,25.0,68.0
960,18558,10-May-22,RT3,13,26.0,50.0
961,16561,10-May-22,RT3,14,21.0,66.67
962,16563,10-May-22,RT3,14,20.0,70.0
963,17560,10-May-22,RT3,14,25.0,56.0
964,18560,10-May-22,RT3,14,24.0,58.33
965,16560,10-May-22,RT3,9,20.0,45.0
966,16562,10-May-22,RT3,9,18.0,50.0
967,17563,10-May-22,RT3,9,16.0,56.25
968,19558,10-May-22,RT3,9,21.0,42.86
969,17564,10-May-22,RT3,9,24.0,37.5
970,17559,10-May-22,RT3,10,16.0,62.5
971,18559,10-May-22,RT3,10,23.0,43.48
972,19560,10-May-22,RT3,10,19.0,52.63
973,17561,10-May-22,RT3,12,19.0,63.16
974,18563,10-May-22,RT3,12,23.0,52.17
975,19559,10-May-22,RT4,2,3.0,66.67
976,16558,10-May-22,RT4,2,3.0,66.67
977,16562,10-May-22,RT4,4,6.0,66.67
978,16560,10-May-22,RT4,4,7.0,57.14
979,18561,10-May-22,RT4,5,9.0,55.56
980,16561,10-May-22,RT4,6,10.0,60.0
981,17560,10-May-22,RT4,6,13.0,46.15
982,17564,10-May-22,RT4,7,17.0,41.18
983,18560,10-May-22,RT4,9,15.0,60.0
984,19560,10-May-22,RT4,11,16.0,68.75
985,18559,10-May-22,RT4,8,19.0,42.11
986,17563,10-May-22,RT4,12,19.0,63.16
987,19562,10-May-22,RT4,9,14.0,64.29
988,17559,10-May-22,RT4,10,14.0,71.43
989,18558,10-May-22,RT4,10,20.0,50.0
990,18562,10-May-22,RT4,13,20.0,65.0
991,18563,10-May-22,RT4,9,18.0,50.0
992,16563,10-May-22,RT4,11,18.0,61.11
993,16559,10-May-22,RT4,13,18.0,72.22
994,17558,10-May-22,RT4,3,6.0,50.0
995,17562,10-May-22,RT4,3,6.0,50.0
996,19563,10-May-22,RT4,3,6.0,50.0
997,19558,10-May-22,RT4,3,7.0,42.86
998,19561,10-May-22,RT4,3,7.0,42.86
999,17561,10-May-22,RT4,3,4.0,75.0
1000,16559,11-May-22,RT1,17,30.0,56.67
1001,19562,11-May-22,RT1,21,30.0,70.0
1002,19563,11-May-22,RT1,15,30.0,50.0
1003,17558,11-May-22,RT1,11,19.0,57.89
1004,16558,11-May-22,RT1,12,19.0,63.16
1005,17560,11-May-22,RT1,21,40.0,52.5
1006,19558,11-May-22,RT1,19,40.0,47.5
1007,19560,11-May-22,RT1,17,26.0,65.38
1008,17561,11-May-22,RT1,17,26.0,65.38
1009,16560,11-May-22,RT1,18,34.0,52.94
1010,16561,11-May-22,RT1,9,18.0,50.0
1011,16562,11-May-22,RT1,16,31.0,51.61
1012,16563,11-May-22,RT1,28,41.0,68.29
1013,17559,11-May-22,RT1,23,32.0,71.88
1014,17562,11-May-22,RT1,9,20.0,45.0
1015,17563,11-May-22,RT1,16,25.0,64.0
1016,18558,11-May-22,RT1,8,15.0,53.33
1017,18559,11-May-22,RT1,18,42.0,42.86
1018,18561,11-May-22,RT1,20,33.0,60.61
1019,18562,11-May-22,RT1,24,38.0,63.16
1020,18563,11-May-22,RT1,11,27.0,40.74
1021,19559,11-May-22,RT1,13,24.0,54.17
1022,19561,11-May-22,RT1,18,36.0,50.0
1023,17564,11-May-22,RT1,7,16.0,43.75
1024,19562,11-May-22,RT2,14,23.0,60.87
1025,18563,11-May-22,RT2,15,29.0,51.72
1026,17561,11-May-22,RT2,23,36.0,63.89
1027,17558,11-May-22,RT2,26,50.0,52.0
1028,16562,11-May-22,RT2,21,43.0,48.84
1029,16561,11-May-22,RT2,17,24.0,70.83
1030,16558,11-May-22,RT2,13,22.0,59.09
1031,19560,11-May-22,RT2,26,38.0,68.42
1032,16563,11-May-22,RT2,24,38.0,63.16
1033,16559,11-May-22,RT2,23,41.0,56.1
1034,19559,11-May-22,RT2,19,41.0,46.34
1035,19558,11-May-22,RT2,17,39.0,43.59
1036,17559,11-May-22,RT2,22,39.0,56.41
1037,16560,11-May-22,RT2,18,34.0,52.94
1038,18562,11-May-22,RT2,20,34.0,58.82
1039,18559,11-May-22,RT2,21,44.0,47.73
1040,17563,11-May-22,RT2,28,44.0,63.64
1041,17562,11-May-22,RT2,12,30.0,40.0
1042,18558,11-May-22,RT2,15,30.0,50.0
1043,17564,11-May-22,RT2,19,40.0,47.5
1044,18561,11-May-22,RT2,28,40.0,70.0
1045,18560,11-May-22,RT2,26,40.0,65.0
1046,17560,11-May-22,RT2,24,45.0,53.33
1047,19561,11-May-22,RT2,22,45.0,48.89
1048,19563,11-May-22,RT2,23,45.0,51.11
1049,19563,11-May-22,RT3,16,29.0,55.17
1050,18560,11-May-22,RT1,20,30.0,66.67
1051,19562,11-May-22,RT3,18,29.0,62.07
1052,19561,11-May-22,RT3,15,29.0,51.72
1053,18562,11-May-22,RT3,18,29.0,62.07
1054,17558,11-May-22,RT3,14,27.0,51.85
1055,17562,11-May-22,RT3,12,27.0,44.44
1056,19559,11-May-22,RT3,13,27.0,48.15
1057,16559,11-May-22,RT3,21,32.0,65.62
1058,16558,11-May-22,RT3,5,8.0,62.5
1059,18561,11-May-22,RT3,15,25.0,60.0
1060,18558,11-May-22,RT3,15,26.0,57.69
1061,17560,11-May-22,RT3,14,25.0,56.0
1062,18560,11-May-22,RT3,14,24.0,58.33
1063,17559,11-May-22,RT3,9,16.0,56.25
1064,17563,11-May-22,RT3,9,16.0,56.25
1065,18559,11-May-22,RT3,9,23.0,39.13
1066,19558,11-May-22,RT3,9,21.0,42.86
1067,17564,11-May-22,RT3,9,24.0,37.5
1068,16562,11-May-22,RT3,10,18.0,55.56
1069,18563,11-May-22,RT3,10,23.0,43.48
1070,16561,11-May-22,RT3,12,21.0,57.14
1071,16563,11-May-22,RT3,12,20.0,60.0
1072,17561,11-May-22,RT3,12,19.0,63.16
1073,19560,11-May-22,RT3,12,19.0,63.16
1074,16560,11-May-22,RT3,11,20.0,55.0
1075,16558,11-May-22,RT4,2,3.0,66.67
1076,19561,11-May-22,RT4,4,7.0,57.14
1077,16561,11-May-22,RT4,6,10.0,60.0
1078,17560,11-May-22,RT4,6,13.0,46.15
1079,18561,11-May-22,RT4,6,9.0,66.67
1080,19559,11-May-22,RT4,1,3.0,33.33
1081,17564,11-May-22,RT4,8,17.0,47.06
1082,18560,11-May-22,RT4,9,15.0,60.0
1083,19560,11-May-22,RT4,11,16.0,68.75
1084,18559,11-May-22,RT4,10,19.0,52.63
1085,17563,11-May-22,RT4,12,19.0,63.16
1086,19562,11-May-22,RT4,9,14.0,64.29
1087,17559,11-May-22,RT4,9,14.0,64.29
1088,18558,11-May-22,RT4,10,20.0,50.0
1089,18562,11-May-22,RT4,12,20.0,60.0
1090,18563,11-May-22,RT4,9,18.0,50.0
1091,16563,11-May-22,RT4,10,18.0,55.56
1092,16559,11-May-22,RT4,12,18.0,66.67
1093,16562,11-May-22,RT4,3,6.0,50.0
1094,17558,11-May-22,RT4,3,6.0,50.0
1095,17562,11-May-22,RT4,3,6.0,50.0
1096,19563,11-May-22,RT4,3,6.0,50.0
1097,16560,11-May-22,RT4,3,7.0,42.86
1098,19558,11-May-22,RT4,3,7.0,42.86
1099,17561,11-May-22,RT4,3,4.0,75.0
1100,16559,12-May-22,RT1,19,30.0,63.33
1101,18560,12-May-22,RT1,18,30.0,60.0
1102,19562,12-May-22,RT1,18,30.0,60.0
1103,19563,12-May-22,RT1,13,30.0,43.33
1104,17558,12-May-22,RT1,11,19.0,57.89
1105,16558,12-May-22,RT1,11,19.0,57.89
1106,17560,12-May-22,RT1,19,40.0,47.5
1107,19558,12-May-22,RT1,16,40.0,40.0
1108,19560,12-May-22,RT1,17,26.0,65.38
1109,17561,12-May-22,RT1,17,26.0,65.38
1110,16560,12-May-22,RT1,17,34.0,50.0
